budget,genres,revenue,runtime,title,vote_average
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",0,83,Zambezia,5.3
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",0,170,Ramanujan,5
0,"[{""id"": 16, ""name"": ""Animation""}]",0,98,Dwegons,0.5
20000000,"[{""id"": 18, ""name"": ""Drama""}]",0,105,Hands of Stone,6.1
20000000,"[{""id"": 53, ""name"": ""Thriller""}]",0,96,Survivor,5.4
27220000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",5496951,105,The Frozen Ground,6.1
19400000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0,125,The Painted Veil,7.1
27000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",0,150,The Baader Meinhof Complex,7.1
22000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",424208848,181,Dances with Wolves,7.6
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",216197492,92,Bad Teacher,5.4
19000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",110879513,113,Sea of Love,6.7
19000000,"[{""id"": 35, ""name"": ""Comedy""}]",70067909,95,A Cinderella Story,6.1
14000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",173046663,111,Scream,7
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",0,91,Thir13en Ghosts,5.4
19000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",44017374,144,The Shining,8.1
19000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",381109762,116,Back to the Future,8
19000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",40846082,93,House on Haunted Hill,5.5
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",0,113,I Can Do Bad All By Myself,6
27000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",0,90,Fight Valley,3.9
19000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",49830607,101,The Switch,5.9
18000000,"[{""id"": 35, ""name"": ""Comedy""}]",101564935,95,Just Married,5.3
19100000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10752, ""name"": ""War""}]",5728213,109,The Devil's Double,6.5
0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",0,85,Thomas and the Magic Railroad,4.6
20000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",54956140,101,The Crazies,6.2
15000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",274925095,125,Spirited Away,8.3
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",0,110,Firestorm,5.9
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",8613462,132,The Bounty,6.5
0,"[{""id"": 18, ""name"": ""Drama""}]",76586316,131,The Book Thief,7.4
19000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}]",18755936,109,Sex Drive,6
19000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",29922472,100,Leap Year,6.4
19000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",4750000,188,The Fall of the Roman Empire,6
19000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6928068,97,Take Me Home Tonight,6.2
0,"[{""id"": 18, ""name"": ""Drama""}]",5310554,121,Won't Back Down,5.8
19000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10402, ""name"": ""Music""}]",2119994,93,The Nutcracker,5.6
18000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 80, ""name"": ""Crime""}]",0,116,Kansas City,6.1
0,"[{""id"": 18, ""name"": ""Drama""}]",0,110,Indignation,6.8
19000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",108047131,90,The Amityville Horror,6
19000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",32801173,114,Adaptation.,7.3
15000000,"[{""id"": 27, ""name"": ""Horror""}]",46770602,93,Land of the Dead,6
0,"[{""id"": 28, ""name"": ""Action""}]",0,107,Out of Inferno,5.8
18500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",10680275,118,Fear and Loathing in Las Vegas,7.2
18500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}]",31912793,100,The Invention of Lying,6
18000000,"[{""id"": 35, ""name"": ""Comedy""}]",268157400,96,Neighbors,6.2
23000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]",351583407,101,The Mask,6.6
18000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",151668774,104,Big,6.9
18000000,"[{""id"": 35, ""name"": ""Comedy""}]",261572744,82,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5
18000000,"[{""id"": 35, ""name"": ""Comedy""}]",141774679,96,Legally Blonde,6.1
18000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",87000000,105,Star Trek III: The Search for Spock,6.4
19000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",144216468,122,The Exorcism of Emily Rose,6.3
17000000,"[{""id"": 35, ""name"": ""Comedy""}]",65535067,88,Deuce Bigalow: Male Gigolo,5.5
16000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",19682924,110,Left Behind,3.7
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0,103,The Family Stone,6.2
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",65070412,106,Barbershop 2:  Back in Business,5.6
23000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",76488889,91,Bad Santa,6.5
16500000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",67683989,94,Austin Powers: International Man of Mystery,6.5
18000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",88923251,94,My Big Fat Greek Wedding 2,5.5
21000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",72417394,99,Diary of a Wimpy Kid: Rodrick Rules,6.3
18000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",98235548,107,Predator,7.3
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10402, ""name"": ""Music""}]",51973029,160,Amadeus,7.8
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}]",14796236,88,Prom Night,4.8
17000000,"[{""id"": 35, ""name"": ""Comedy""}]",129042871,97,Mean Girls,6.9
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0,113,Under the Tuscan Sun,6.4
19800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",87754044,137,Gosford Park,6.8
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",41382841,103,Peggy Sue Got Married,5.9
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",103215094,119,Birdman,7.4
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",99206215,98,Blue Jasmine,7
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",76286096,111,United 93,6.9
18000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]",62646763,94,Honey,6
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",0,81,Spy Hard,4.9
1000000,"[{""id"": 27, ""name"": ""Horror""}]",21378361,89,The Fog,6.4
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",47088990,106,Soul Surfer,6.9
18000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",24911670,121,Catch-22,6.7
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",24007324,86,Observe and Report,5.6
18000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",100000000,103,Conan the Destroyer,5.8
18000000,"[{""id"": 18, ""name"": ""Drama""}]",23000000,129,Raging Bull,7.7
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",36133014,109,Love Happens,5.6
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",0,109,Young Sherlock Holmes,6.7
0,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0,107,Fame,5.5
18000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",35692920,94,127 Hours,7
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",0,94,Small Time Crooks,6.4
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",17200925,115,Center Stage,6.8
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",24000000,107,Love the Coopers,5.4
18000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",16702864,92,Catch That Kid,4.9
18000000,"[{""id"": 18, ""name"": ""Drama""}]",0,125,Life as a House,7.2
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",34441873,122,Steve Jobs,6.8
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",0,102,"I Love You, Beth Cooper",5.1
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",0,87,Youth in Revolt,5.9
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",2945600,98,The Legend of the Lone Ranger,3.7
21000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",28008462,109,The Tailor of Panama,6.2
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",12000000,108,Blow Out,7.3
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",10501938,90,Getaway,4.9
18000000,"[{""id"": 18, ""name"": ""Drama""}]",8038061,112,The Ice Storm,6.9
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",25312387,94,And So It Goes,5.7
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",0,105,Troop Beverly Hills,5.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0,104,Being Julia,6.4
17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6735922,117,Nine 1/2 Weeks,5.8
18000000,"[{""id"": 14, ""name"": ""Fantasy""}]",14110013,108,Dragonslayer,6.5
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0,112,The Last Station,6.7
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",5887457,127,Ed Wood,7.3
18000000,"[{""id"": 18, ""name"": ""Drama""}]",20275812,111,Labor Day,6.7
18000000,"[{""id"": 36, ""name"": ""History""}]",26527510,120,Mongol: The Rise of Genghis Khan,6.5
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",25739015,114,RockNRolla,6.9
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",0,99,Megaforce,3.5
0,"[{""id"": 18, ""name"": ""Drama""}]",0,242,Hamlet,7.3
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",20719451,117,Mao's Last Dancer,6.8
18000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",6212282,112,Midnight Special,6.2
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",0,108,Anything Else,6.2
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",22309223,116,The Railway Man,6.7
15238800,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",0,144,The White Ribbon,7.2
0,"[{""id"": 27, ""name"": ""Horror""}]",0,90,Restoration,5.3
2700000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",3500000,93,The Wraith,5.9
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",676698,103,Salton Sea,7
18000000,"[{""id"": 10402, ""name"": ""Music""}]",7972967,93,Metallica: Through the Never,6.7
18000000,"[{""id"": 18, ""name"": ""Drama""}]",382174,98,The Informers,4.4
18000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}]",871279,338,Carlos,6.7
18000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",0,114,I Come with the Rain,5.6
0,"[{""id"": 37, ""name"": ""Western""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",0,121,One Man's Hero,9.3
3500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",34000000,96,Day of the Dead,6.9
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",0,92,I Am Wrath,4.5
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}]",1831348,105,Renaissance,6.7
17900000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",6948633,89,Red Sonja,5
14000000,"[{""id"": 53, ""name"": ""Thriller""}]",13551174,119,Red Lights,6
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",121463226,113,Superbad,7
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",90508336,103,Madea Goes to Jail,6.4
18000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",0,90,Wolves,5.7
23000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",150816700,98,Step Up 2: The Streets,6.5
15000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",51053787,80,Hoodwinked!,5.9
17500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",38000000,121,Hotel Rwanda,7.5
24000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",99965753,89,Hitman,5.9
17500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",7018189,93,Black Nativity,5.8
18000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",266586800,93,The Prince,4.6
0,"[{""id"": 53, ""name"": ""Thriller""}]",0,116,City of Ghosts,5.4
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",0,101,The Others,7.4
18500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",183316455,137,Aliens,7.7
17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",72070731,170,My Fair Lady,7.4
17000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",125586134,100,I Know What You Did Last Summer,5.6
17000000,"[{""id"": 35, ""name"": ""Comedy""}]",136621271,104,Let's Be Cops,6.4
16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",109502303,126,Sideways,6.9
17500000,"[{""id"": 35, ""name"": ""Comedy""}]",19179969,110,Beerfest,5.8
300000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",70000000,91,Halloween,7.4
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",0,87,Good Boy!,4.7
17000000,"[{""id"": 35, ""name"": ""Comedy""}]",71625195,123,The Best Man Holiday,6.7
17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",57103895,109,Smokin' Aces,6.4
20000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}]",136150434,90,Saw: The Final Chapter,5.8
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",0,94,40 Days and 40 Nights,5.2
17000000,"[{""id"": 35, ""name"": ""Comedy""}]",30331165,81,A Night at the Roxbury,5.9
17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",43165571,86,Beastly,6
15000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",69623713,107,The Hills Have Eyes,6.1
0,"[{""id"": 35, ""name"": ""Comedy""}]",0,98,Dickie Roberts: Former Child Star,5.1
0,"[{""id"": 18, ""name"": ""Drama""}]",45710059,128,"McFarland, USA",7.4
0,"[{""id"": 35, ""name"": ""Comedy""}]",0,99,Lottery Ticket,5.6
20000000,"[{""id"": 18, ""name"": ""Drama""}]",21170563,105,ATL,6
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",115350426,112,Pitch Perfect,7.3
34000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",19693891,108,Summer Catch,4.8
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",0,121,A Simple Plan,6.9
17000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",0,89,They,4.6
0,"[{""id"": 35, ""name"": ""Comedy""}]",0,89,Larry the Cable Guy: Health Inspector,3.3
0,"[{""id"": 10751, ""name"": ""Family""}]",0,73,The Adventures of Elmo in Grouchland,6.3
17000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",29536299,133,Brooklyn's Finest,6.2
