DEFAULT,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,NINQ,CLNO,DEBTINC
0,18700,87958,114696,20,0,0,0,17,24.41521969
0,18700,118208,130216,14,0,0,0,17,40.74823463
0,18700,39821,60672,26,0,0,0,14,23.35928056
0,18800,110098,120662,0,0,0,1,21,39.32231541
0,18800,77025,103322,8,0,0,0,15,33.40589684
0,18800,70102,99841,10,0,0,0,16,32.85379436
1,18800,67666,167619,14,0,0,1,11,47.59052865
0,18800,166737,199303,9,0,0,1,38,25.53212879
1,18800,73396,137076,18,0,1,4,20,40.37537241
0,18800,96272,163250,2,0,0,1,19,37.86835539
0,18800,98582,122597,1,0,0,1,20,39.39416893
0,18800,7739,65181,0,0,0,0,6,37.98355778
0,18800,66562,90325,0,1,1,2,25,33.16227148
1,18800,63836,87000,8,2,1,2,33,
0,18800,102120,165302,,0,,,24,40.10502984
0,18800,91731,125902,24,0,0,2,16,32.29430401
0,18800,22782,60590,8,0,0,0,13,30.32992999
0,18800,88828,116683,6,0,0,1,20,21.67927834
0,18900,127269,203737,14,0,0,0,21,36.27285836
0,18900,,49442,2,0,0,1,9,38.8759867
0,18900,87081,115165,13,0,0,1,8,34.40037656
0,18900,83474,104133,4,0,0,1,24,38.86401954
0,18900,34583,59247,15,0,0,0,17,39.99018836
0,18900,91784,117626,21,0,0,0,16,25.67302186
0,18900,87657,117577,9,0,0,2,19,39.96618165
0,18900,154563,198790,7,0,0,1,15,29.47261446
1,18900,51075,78045,2,1,5,1,15,42.1982822
0,18900,39727,68477,11,0,2,0,22,40.42119971
1,18900,17800,40798,6,2,0,2,16,
0,18900,68315,98175,14,0,0,0,28,
0,18900,127559,154545,,0,0,0,18,36.9158782
0,18900,55238,112776,16,0,0,0,19,25.7694999
0,18900,123206,205608,4,0,0,0,17,27.52750202
1,18900,,75252,,,,,,42.91960497
0,18900,100416,161147,1,0,0,1,18,38.46049988
0,18900,44605,65489,15,0,0,0,23,38.57108327
0,18900,69325,102438,,2,1,2,13,43.5240978
1,18900,61429,84990,8,3,1,2,64,40.43670481
0,18900,101289,127485,0,0,0,0,19,42.72323221
0,18900,52640,113391,16,0,0,0,19,27.79232371
0,18900,103130,120119,7,0,0,1,19,30.68168891
0,18900,64290,87837,2,0,0,3,15,42.16835848
0,18900,82537,117610,16,0,0,5,30,39.06489297
0,19000,52157,157459,19,0,0,0,28,21.92019846
0,19000,62356,92299,0,0,0,0,23,34.8169595
0,19000,7524,28639,,0,0,1,18,42.35846148
0,19000,43479,78631,1,,1,1,10,38.25309688
0,19000,172108,195892,10,0,0,0,38,24.4756899
0,19000,130291,168187,3,0,0,0,20,24.78815021
0,19000,167104,200184,9,0,0,0,38,23.66867849
0,19000,22236,169461,7,0,0,0,27,27.64001806
0,19000,75673,100335,8,0,0,0,16,33.51848053
0,19000,107199,132723,7,0,0,0,13,31.44261162
0,19000,57429,86250,5,,,,16,
0,19000,47400,80000,12,0,0,1,10,
0,19000,43074,75700,,,,,,
0,19000,122000,158000,2,,1,,52,
0,19000,145800,190300,13,,,1,24,
1,19000,42000,64000,9,0,0,3,8,
0,19000,64758,119780,19,0,4,0,20,
0,19000,46300,72000,5,1,1,6,24,
0,19000,171106,200000,9.8,3,0,0,26,
1,19000,93050,118000,1,0,0,0,10,
0,19000,104176,165086,,0,,,24,39.61320557
1,19000,105200,130000,5,1,0,1,27,
0,19000,165988,217000,13,0,0,1,32,
1,19000,100670,122581,10,0,,0,27,41.86363105
1,19000,24658,47027,19,0,0,4,31,53.54819585
1,19000,15100,23200,3.2,1,1,3,21,
0,19000,105729,172555,6,0,0,4,23,41.04674812
0,19000,42488,65636,7,0,0,3,14,42.22671648
0,19100,51994,66467,7,0,0,3,15,41.15508261
0,19100,31442,57151,16,0,0,1,17,39.90704163
0,19100,105111,176829,6,0,0,4,24,41.41312385
0,19100,46406,64413,16,0,0,0,22,30.77453617
0,19100,129111,197592,12,0,0,0,21,36.14177784
0,19100,48730,115967,15,0,0,0,19,25.40820478
0,19100,58453,76731,15,1,0,1,21,36.22872963
0,19100,22094,61820,5,0,0,0,13,28.8888762
0,19100,73217,93033,1,2,1,2,26,36.38416382
0,19200,68902,98737,1,0,0,4,19,33.03507598
0,19200,54483,81690,16,0,0,0,21,37.74942653
1,19200,62334,91300,8,0,1,4,13,
0,19200,73339,95426,1,0,0,4,19,33.29929576
0,19200,101641,160839,,1,,,23,37.12360431
0,19200,83591,109772,4,0,0,1,25,37.07704153
0,19200,96401,115545,7,0,0,1,20,22.18728999
0,19200,153722,199812,13,,,0,24,29.80285908
0,19200,65206,13933,7,,,0,16,42.50243535
0,19200,62215,76573,18,0,0,1,21,36.02366277
0,19200,32417,97000,6,0,0,0,15,
0,19200,57728,96552,0,0,0,0,23,37.50810314
0,19200,24430,128837,9,0,0,1,10,41.14774922
0,19200,31307,60202,18,0,0,1,20,35.60054495
1,19300,109000,135000,3,0,0,13,14,
0,19300,83141,112096,15,0,0,5,31,35.514488
0,19300,84425,119351,15,0,0,4,31,38.29827816
0,19300,50554,76140,9,2,0,3,27,36.02690437
0,19300,53710,78082,5,,,0,7,36.99134349
0,19300,148542,195791,12,,,0,23,30.53661059
0,19300,73668,89061,0,2,1,2,25,33.49881538
0,19300,31950,53814,17,0,0,1,20,37.13471233
1,19300,27747,43740,7,1,0,1,16,35.08607055
0,19300,76807,103026,13,0,0,0,27,34.87635872
0,19300,99714,126965,0,0,1,1,20,43.29094169
1,19300,152000,182000,1,,,,,
0,19300,39926,101208,4,0,0,0,14,31.54569415
0,19300,33970,102792,6,0,0,0,14,31.87421747
0,19300,98769,121140,0,0,1,0,20,43.08554305
0,19300,146465,192854,13,,,1,23,29.97557603
0,19300,91004,116827,6,0,0,1,20,20.20603258
0,19300,51580,83518,13,0,0,0,9,7.148413213
1,19300,96454,157809,3,0,0,0,0,40.20613826
0,19300,72752,106084,11,0,0,1,13,30.68610563
0,19400,39928,106271,6,0,0,0,14,31.92215492
0,19400,45036,78900,,,,,,40.02396798
0,19400,63508,12414,5,,,1,16,40.57016916
0,19400,167450,200902,9,0,0,1,37,25.63079874
0,19400,51360,76100,1,0,0,0,11,36.2633362
0,19400,39334,103578,6,0,0,0,15,31.36762719
0,19400,53000,82800,18,0,0,1,22,
0,19400,109812,172705,5,0,0,3,23,43.33840721
0,19400,110745,173474,6,0,0,4,23,42.22040715
1,19400,86219,126904,0,0,0,0,0,34.48084978
1,19400,178000,219300,12,0,0,0,26,
0,19400,52677,80424,9,2,0,2,28,34.9508231
0,19400,71515,100771,,1,1,2,13,40.70504371
0,19500,94543,127718,11,,,,24,30.85706709
1,19500,100077,122352,3,0,0,0,9,38.12151833
0,19500,51333,77732,,,,,,37.39831656
0,19500,92663,152627,3,0,0,0,16,35.3676568
0,19500,98718,122659,0,0,1,0,20,42.54602091
0,19500,88909,140092,13,0,0,1,25,33.00501666
0,19500,9475,30000,0,1,0,2,4,
0,19500,105000,138375,12,0,2,0,25,
1,19500,50000,89100,7,2,1,4,25,
1,19500,47000,70000,15,0,0,5,21,
0,19500,8861,170687,23,0,0,2,20,31.58400286
0,19500,58474,89240,6,,,,15,38.82378279
0,19500,52080,89913,12,0,0,0,9,4.337283357
0,19500,58638,13930,4,,,0,16,42.50002486
0,19500,48835,72566,9,0,0,1,42,39.61242564
0,19500,10506,70945,,0,0,0,22,39.75560513
0,19500,100446,121516,0,0,0,1,20,43.02182338
0,19600,64000,90000,9,0,0,2,19,
1,19600,117646,149975,4,0,0,1,12,31.22280265
1,19600,94419,123705,19,,2,0,22,84.37903408
0,19600,55169,86203,18,0,0,1,22,33.7552728
1,19600,109500,136000,12,2,0,3,32,
0,19600,33284,61824,14,0,0,1,17,37.78452367
0,19600,53662,80055,6,,,0,8,37.51829781
0,19600,49984,84519,12,0,0,0,10,7.614065422
0,19600,85984,112721,18,0,0,4,31,36.03118029
0,19600,128876,162994,2,,1,,52,36.06796344
0,19700,33529,61209,17,0,0,0,18,40.72529612
0,19700,49793,113200,16,0,0,0,19,25.03374576
1,19700,62351,84624,0,1,0,1,22,54.24133474
0,19700,93040,113362,6,0,0,3,21,19.70439447
0,19700,32989,75950,9,0,0,0,19,
0,19700,23921,134867,9,0,0,0,10,38.8656552
0,19700,60999,89841,0,0,0,0,22,36.27999035
0,19700,5700,24457,,0,0,1,19,41.36387828
0,19700,105135,147353,11,0,2,0,24,43.00965053
0,19700,70709,97394,0,0,0,0,17,25.55670764
1,19700,139534,172125,0,0,0,6,17,32.76108398
0,19700,19349,133226,9,0,0,1,9,40.14790835
0,19800,73557,95770,0,0,0,0,17,25.59661737
0,19800,56745,83146,11,0,0,0,10,7.862193632
0,19800,51454,68073,1,0,0,0,17,32.30494412
0,19800,47488,77916,,,,,,37.3082467
0,19800,99137,121781,4,0,1,1,20,39.51062834
0,19800,13830,85587,20,0,0,3,40,35.31106586
0,19800,63701,14609,4,,,1,17,41.87419791
0,19800,65021,95188,1,0,0,0,16,27.44254252
0,19800,69174,95154,6,0,0,0,16,31.25482163
0,19900,90966,154351,4,0,0,0,17,35.40591994
0,19900,128219,162012,1,,0,,52,37.88816696
0,19900,168732,224270,12,0,0,0,32,41.5493313
0,19900,64620,91504,6,,,,16,37.72580119
0,19900,45748,82516,,,,,,39.31387802
0,19900,96435,130019,27,0,0,3,16,32.46920265
0,19900,132878,199172,14,0,0,0,22,35.33060397
0,19900,25589,90051,8,0,0,0,20,30.27109245
1,19900,93619,130000,9,2,5,2,18,
0,19900,170947,222227,13,0,0,1,31,42.23579636
0,19900,68830,107598,10,0,0,2,13,30.95751627
0,19900,4641,23636,,0,0,1,19,40.44237823
0,19900,16232,70592,,0,0,0,22,39.44625142
0,19900,74193,94078,7,0,0,0,15,32.03355046
0,19900,78142,102085,12,0,0,0,27,34.09975711
0,20000,59936,12737,5,,,0,17,40.44657932
0,20000,38955,80680,8,0,0,0,18,40.39095601
0,20000,9647,31920,0,1,0,1,3,28.94036033
0,20000,43087,61438,14,0,0,0,20,29.29517878
0,20000,99000,140000,,,,,,
1,20000,72000,103000,0.5,0,0,3,23,
0,20000,170706,224233,11,0,0,0,32,41.10248922
0,20000,46775,70236,9,0,0,1,41,40.43069541
1,20000,68958,99875,11,1,1,0,23,
0,20000,,115750,,0,2,0,10,
1,20000,71254,109200,10,,,,,
0,20000,27900,,21,,,,,
0,20000,145500,194000,4.5,0,0,5,5,
1,20000,125000,165000,2,0,0,0,30,
1,20000,73400,94000,9,0,0,2,14,
0,20000,99300,139150,10,0,0,1,23,
0,20000,69742.61,180000,11,0,0,1,17,
0,20000,59964,100000,8,,1,2,18,
0,20000,,90000,8,0,0,1,16,
0,20000,30000,46500,5,1,,,11,
0,20000,79741,117600,10,0,0,2,17,
0,20000,55746,105230,16,0,3,1,36,
0,20000,85704,94200,2,1,0,0,20,
0,20000,,73800,4,0,0,0,24,
0,20000,125000,162975,7,0,0,0,38,
0,20000,13316,50150,26,0,2,0,25,
0,20000,32000,56373,1,0,0,1,17,
0,20000,126324,171450,26,,5,1,28,
0,20000,,64928.84,8,0,0,2,5,
0,20000,66820,100000,5,0,0,1,13,
0,20000,56135,93234,18,0,0,1,24,
0,20000,81800,106600,24,,1,1,43,
0,20000,61843,95595,14,0,0,0,14,
0,20000,49034,98250,2,0,4,0,47,
0,20000,74368,105000,,0,0,2,25,
0,20000,145000,117500,5,0,0,3,34,
0,20000,56683,90600,2,0,0,1,22,
0,20000,135631.66,177000,8,0,0,0,17,
0,20000,,128042,0,0,0,3,21,
0,20000,29400,52000,,0,0,0,13,
0,20000,132436,180000,22,0,0,1,24,
0,20000,83205,132000,11,0,0,3,15,
0,20000,127826,277500,3,0,0,0,15,
0,20000,39000,62000,6,0,0,2,27,
1,20000,161000,204000,5,3,7,5,25,
0,20000,117820,154000,3,0,0,0,29,
0,20000,60336,132430,25,1,0,1,21,
1,20000,151982,,,2,5,1,43,
0,20000,78500,109725,9.8,,1,2,30,
0,20000,104000,139900,15,1,1,4,49,
0,20000,16000,87300,28,1,6,1,21,
0,20000,122000,166100,2.6,0,2,1,18,
0,20000,47696.03,112700,16,0,3,0,23,
0,20000,14361,50000,,0,1,1,10,
0,20000,143000,185625,1.5,2,3,2,11,
0,20000,21300,308600,2,1,0,0,30,
0,20000,11000,75000,7,1,3,1,23,
0,20000,116932,138072,19,0,0,2,23,
0,20000,70862,201500,9.3,0,1,1,25,
0,20000,87800,163800,14,2,6,,25,
0,20000,86019,94350,3.7,0,1,0,16,
0,20000,142500,190000,0.2,2,4,3,18,
0,20000,107000,146400,0.1,0,2,2,32,
1,20000,77900,105400,4,0,0,0,17,
0,20000,23140,47548,1,,,,24,35.45950962
0,20000,27782,58313,16,0,0,1,20,38.68480699
0,20000,,78232,2,0,0,0,23,23.94885433
0,20000,22036,51068,25,0,2,0,25,29.16004451
0,20000,28440,91704,10,0,0,0,20,30.20689334
0,20000,9722,173518,21,0,0,2,20,31.12087741
0,20000,105422,146613,,,,,,38.03985503
0,20000,,26507,7,0,0,1,19,20.68374038
0,20000,,130063,2,0,0,2,21,32.31441938
0,20000,129682,180746,24,,4,0,27,30.89117139
0,20100,78915,119400,18,0,0,4,30,36.64867972
0,20100,74013,106578,13,1,0,0,27,33.91624415
0,20100,14749,74584,,0,0,0,22,38.80187707
0,20100,38614,56295,3,1,,,11,25.7926535
0,20100,20153,94279,21,0,0,2,40,36.6966301
0,20100,,22971,5,0,0,1,18,18.50780264
0,20100,70491,100797,,2,0,2,14,40.27214938
1,20100,16755,29412,3,1,0,2,21,58.1321829
1,20100,54098,88939,,,,,,
0,20100,62661,87329,18,0,0,0,22,32.83817817
0,20100,36486,46883,3,0,,,10,24.85145676
0,20100,54257,68830,10,0,0,0,41,37.18018131
0,20100,45764,79967,,,,,,38.64772791
0,20100,59726,79982,8,1,0,2,28,36.84692179
0,20100,57192,82870,5,,,0,7,36.6352308
0,20100,104183,139637,10,0,0,1,23,34.62420281
0,20100,72775,102308,8,0,0,2,13,32.78297142
0,20100,171132,201214,11,0,0,0,38,25.96553266
0,20100,137009,286955,3,0,0,0,14,30.08535009
0,20100,84965,110676,18,0,0,5,30,38.62783022
0,20200,105278,180304,6,0,0,3,24,41.80676309
0,20200,9297,26699,,0,0,2,18,41.71895839
0,20200,88020,139200,10,0,0,3,15,39.91695729
0,20200,25956,92553,7,0,0,0,21,28.2904395
0,20200,125647,166423,1,,0,,51,36.13250999
0,20200,61303,97780,17,0,1,1,24,20.73703901
0,20200,,72469,8,0,0,2,5,20.50577116
0,20200,137000,174685,6,,,5,43,
0,20200,35819,49843,4,0,,,11,27.0375129
0,20200,51588,121752,14,0,0,0,20,26.43068063
0,20200,153084,196968,6,0,0,1,16,32.01179994
0,20200,45088,65211,10,0,2,1,22,43.45451215
1,20200,33000,62400,1,0,0,2,2,
0,20200,61477,98143,1,0,0,0,21,36.09986835
0,20200,51449,69060,2,0,0,0,12,33.33358202
0,20200,,68031,6,0,0,1,4,18.32048799
0,20200,34676,62987,1,0,0,0,17,22.09304595
0,20200,59347,97816,18,0,0,1,24,21.66864227
0,20200,41479,70102,5,0,0,2,26,33.83467117
1,20200,82181,119535,41,0,0,3,28,52.73486061
0,20200,130401,171686,7,0,0,0,38,20.32713791
0,20300,59809,107994,15,0,3,0,36,26.50856379
0,20300,90048,129230,13,,,,25,30.23655406
0,20300,71387,107363,4,0,0,0,13,29.5672214
0,20300,37056,55027,,0,0,0,13,40.32604931
0,20300,82996,118224,11,0,0,1,16,34.18708305
0,20300,36360,57905,,0,0,0,12,39.26309424
0,20300,153896,200279,7,0,0,2,16,29.07518765
0,20300,21281,90551,22,0,0,2,41,37.15549756
1,20300,63803,89079,21,0,4,4,28,45.8759169
0,20300,37388,55703,,0,0,0,12,39.81473684
1,20300,77325,133075,19,1,0,4,21,40.73602194
1,20300,180254,220843,11,0,0,0,25,41.56310065
1,20300,66667,92158,9,3,1,2,64,40.545681
0,20300,94781,125948,12,,,,24,33.18367731
0,20300,13838,30813,0,0,0,1,3,29.98518301
0,20400,173975,219297,12,0,0,0,32,40.7848993
0,20400,29985,54038,15,0,0,1,20,35.55430368
0,20400,86559,123114,9,0,0,2,16,34.43917111
0,20400,99781,128452,23,0,0,2,16,33.79937887
0,20400,,94446,6,0,0,1,16,40.77586435
0,20400,153958,195834,9,0,0,1,15,31.13462438
0,20400,44746,63433,5,0,0,2,26,36.67687831
1,20400,19265,43962,5,2,0,1,15,35.40463887
0,20400,68928,98587,13,0,0,0,13,36.17609184
0,20400,38267,68684,12,0,1,0,22,42.20643322
0,20400,81823,114832,18,0,0,4,31,35.20581884
0,20400,132443,204082,13,0,0,0,22,36.82188744
0,20400,76305,103430,8,0,0,0,16,31.51559341
0,20400,83188,113181,25,,0,1,42,37.69667921
0,20400,52109,100316,0,0,4,0,46,35.52622751
0,20400,41985,100096,4,0,0,0,14,32.93078188
0,20400,60393,98247,3,0,0,0,22,34.34224939
0,20500,82638,109915,,0,0,1,25,37.86483283
0,20500,93761,94895,1,1,0,0,20,33.70161545
0,20500,64123,103728,8,,1,1,17,35.84627282
1,20500,25984,95541,28,1,5,0,21,17.80584889
0,20500,37437,65004,1,0,0,0,17,22.52545512
0,20500,86236,138729,11,0,0,3,14,38.6994411
1,20500,113963,131135,3,1,0,1,26,143.949605
0,20500,,130396,0,0,0,3,21,31.58225278
0,20500,173061,220886,13,0,0,1,32,43.79573429
0,20500,47130,66415,4,0,0,2,26,33.58241575
0,20500,41899,65418,12,0,2,1,22,43.20659883
0,20500,169689,198931,9,0,0,1,37,26.36612627
0,20500,67852,97944,14,0,0,0,14,36.6093894
0,20500,59969,90311,5,,,,15,36.50493346
0,20500,53438,118731,14,0,0,0,20,26.14692719
0,20500,183000,230000,2,0,0,1,27,
0,20500,89269,132500,,0,0,0,21,
1,20500,52031,64975,2.5,1,3,2,33,
0,20500,87892,136867,10,0,0,3,15,40.16291939
0,20500,80441,100505,7,0,0,7,23,38.49506596
0,20500,76620,185666,8,0,0,1,16,33.75431861
0,20500,39147,58049,,0,0,0,12,38.64601873
1,20500,106839,144460,13,1,1,4,49,39.68708944
1,20500,85884,103546,5,9,0,5,16,34.06826893
0,20500,64113,98322,16,0,0,1,23,19.57431626
0,20600,67086,108006,6,,1,2,18,36.96632523
0,20600,91180,98088,2,1,0,0,20,36.53740053
0,20600,69949,101807,3,0,0,0,13,30.2712393
0,20600,74828,106493,5,1,0,1,12,30.22295994
0,20600,,24894,3,0,0,0,18,22.03357993
0,20600,16779,56481,24,0,1,0,24,27.17664772
0,20600,44826,66226,13,0,1,0,22,40.91194986
0,20600,124323,166781,4,,1,,51,37.16904808
0,20600,35530,105838,7,0,0,0,15,32.09386652
0,20600,91183,138268,12,0,0,3,15,41.20785574
1,20600,52946,83558,0,0,0,0,10,65.14359346
0,20600,62531,96584,1,0,0,0,21,33.94558615
1,20600,48500,72000,17,0,0,0,0,
0,20600,32439,55024,0,,,,24,35.38837972
0,20600,79590,106014,,0,0,2,25,40.69308168
0,20600,138918,175989,5,,,4,42,40.86267837
0,20600,,28635,5,0,0,0,18,19.44718515
0,20600,147855,125839,4,1,0,3,34,29.69750665
0,20600,185050,234004,3,0,0,0,27,40.04911263
0,20600,114947,173502,4,0,0,4,24,40.54373892
0,20700,80124,99938,7,0,0,7,24,38.67963357
0,20700,110307,140902,13,0,1,0,24,41.3367401
0,20700,71408,103991,4,0,0,1,12,31.32739444
0,20700,100778,142271,,,,,,39.98309593
0,20700,41000,65000,26,0,0,3,32,
0,20700,48134,78954,,,,,,37.76048242
0,20700,,64980,6,0,0,1,5,17.69314418
0,20700,61710,86749,2,0,0,0,16,40.76214878
0,20700,107766,146937,12,0,2,0,24,42.54727476
0,20700,72698,96691,,2,0,1,13,42.62634036
0,20700,140776,183621,7,0,0,0,17,43.85601978
0,20700,69810,100756,3,0,0,1,13,32.87190897
0,20700,32817,101720,5,0,0,0,15,31.60621741
1,20800,70758,,0,4,2,3,19,
1,20800,176235,209695,9,3,0,0,25,38.59193997
0,20800,155315,192038,11,,,0,23,29.89157194
0,20800,56364,115760,16,0,0,0,19,24.79795817
0,20800,77885,98188,4,0,0,7,23,38.12040471
0,20800,46434,68490,6,0,0,2,26,35.99929647
0,20800,107787,182140,7,0,0,3,23,41.92846949
0,20800,156393,199881,7,0,0,2,16,30.92340746
0,20800,51562,99997,1,0,4,0,47,35.23139271
0,20800,29503,54923,,0,0,0,12,38.73213217
0,20800,150507,126763,4,0,0,2,33,31.990311
0,20800,107379,147014,10,0,0,1,22,31.92532942
0,20800,97360,123854,0,0,0,1,20,43.21741696
0,20800,,26732,6,0,0,1,19,21.30427209
0,20800,,74486,6,0,0,0,24,22.16287266
0,20800,27453,49041,0,,,,24,37.06995687
0,20800,63764,97090,1,0,0,0,23,34.59966898
0,20800,58440,99244,1,0,4,0,46,37.48854569
0,20800,,78483,2,0,0,0,23,21.94584905
0,20800,,130472,1,0,0,3,21,29.66545241
0,20800,96994,140564,13,0,0,1,25,33.5250643
0,20800,56597,79582,9,1,0,3,27,36.06123372
0,20800,136884,180053,9,0,0,0,17,43.03775004
0,20900,30517,58756,,0,0,0,12,40.42166884
0,20900,71972,101745,6,0,0,6,23,38.51325618
0,20900,111464,144487,11,0,1,0,25,40.06547716
0,20900,16174,34886,1,0,0,1,4,29.7527322
0,20900,,74233,6,0,0,1,4,20.78174123
0,20900,127077,204192,13,0,0,0,22,34.58958143
0,20900,59228,92224,1,0,0,1,21,37.67720937
0,20900,39244,55582,5,1,,,10,26.22575883
0,20900,63038,86870,3,0,0,0,16,38.73252181
0,20900,45279,73814,1,0,0,0,12,34.57184425
1,20900,55000,79900,2.5,0,0,1,14,
0,20900,51960,105524,2,0,3,0,47,37.17960241
0,20900,69233,105434,,2,0,1,13,40.16365053
0,20900,60553,91364,1,0,0,0,22,37.41120065
1,20900,66575,79416,13,2,1,7,28,28.38233702
1,20900,122807,150896,5,0,0,2,13,30.4244811
1,20900,61402,88659,9,3,0,1,63,40.92143334
0,20900,62615,87904,5,,,,15,36.83107615
0,20900,133213,174787,26,,4,1,27,32.34639883
0,20900,,73849,7,0,0,1,5,18.48129353
0,20900,152994,117934,4,0,0,3,34,32.31318716
0,20900,58299,78684,3,0,0,0,16,38.97200388
0,21000,101678,144063,9,0,0,0,22,32.20492622
0,21000,81848,109860,,0,0,1,24,40.05752741
0,21000,53572,80048,9,2,0,2,27,34.9310865
0,21000,94063,139868,,0,0,0,21,30.24782255
0,21000,69097,105200,,1,0,1,13,40.30577357
0,21000,63405,86804,5,,,,15,37.43378459
0,21000,133430,189263,22,0,0,1,23,40.56412158
1,21000,113954,136249,2,0,0,13,14,33.62088344
1,21000,48735,71694,8,0,0,3,10,32.92140064
1,21000,,55000,7,,,,,
0,21000,86545,118000,9.9,0,0,2,24,
0,21000,64100,85100,3.5,0,0,2,30,
0,21000,90267,134000,7,0,0,0,32,
0,21000,42000,67000,7,0,0,2,19,
0,21000,87000,140000,22,1,0,1,25,
1,21000,110000,138000,16,8,2,3,30,
1,21000,69231,95000,8,0,7,1,22,
1,21000,96000,125000,0.3,1,,1,19,
1,21000,42000,67000,7,0,0,2,18,
0,21000,67657,100606,5,0,0,1,12,31.04430422
0,21000,90425,97741,1,0,0,0,20,33.56414529
0,21000,106011,173778,7,0,0,3,24,40.56475036
1,21000,52411,90031,5,2,1,3,24,41.96624947
0,21000,94019,134565,,0,0,0,21,26.86773396
0,21000,,91455,7,0,0,1,15,38.59337641
0,21000,131378,199687,12,0,0,0,21,37.09927911
0,21000,65205,86313,4,0,0,0,15,40.14317075
0,21100,16110,54436,24,0,2,1,25,28.09337559
0,21100,48624,83448,,,,,,39.67140831
0,21100,55863,81406,10,1,0,2,27,36.76027571
0,21100,81389,123842,9,0,0,1,17,37.13906786
1,21100,72000,98000,6,0,2,4,29,
0,21100,61427,83722,19,0,0,0,21,32.72762776
0,21100,63955,95621,19,0,0,0,24,20.01032357
0,21100,91479,127110,25,0,0,3,16,33.07852222
0,21100,143487,180122,7,0,0,0,16,43.25118252
0,21100,,26450,6,1,0,0,19,19.84290249
0,21200,130373,204384,13,0,0,0,21,35.20443453
0,21200,85092,139345,9,0,1,3,14,42.13884767
0,21200,23088,56535,27,0,1,0,24,27.39523388
0,21200,103264,148968,8,0,0,1,22,34.54854127
0,21200,109747,174666,7,0,0,3,24,40.39483989
0,21200,70096,108632,4,0,0,1,13,29.64128644
0,21200,44097,64703,12,0,2,1,21,40.13923179
1,21200,69212,106273,12,0,1,0,22,18.11489583
0,21200,67272,107667,5,0,0,0,12,30.51053209
0,21200,62067,104579,13,0,0,0,14,36.1076674
1,21200,70000,101250,1,1,0,7,49,
0,21200,84117,118884,9,0,0,2,16,36.19052426
0,21200,48273,71102,7,0,0,2,19,34.65925993
0,21200,70400,96999,14,0,0,0,13,38.82316963
0,21200,55203,90639,17,0,0,1,21,32.91387412
0,21200,63093,101789,18,0,0,1,24,19.41458795
0,21200,91759,95165,2,0,0,0,19,34.21668917
0,21200,113648,145650,11,0,1,0,24,41.55930367
0,21300,133942,282972,3,0,0,0,15,30.54540067
0,21300,58209,84200,18,0,0,0,22,33.03314641
0,21300,63263,94180,1,0,0,1,22,35.5492951
0,21300,104000,155250,16,0,0,0,26,
0,21300,134578,176968,25,,5,0,27,31.87577109
0,21300,56729,114643,14,0,3,1,36,25.83088323
0,21300,107012,159949,15,0,0,0,26,33.35538267
0,21300,145324,179995,5,,,5,42,39.83964014
0,21300,185874,235968,3,0,0,1,26,36.99364995
0,21300,28463,47537,1,,,,24,37.17163855
0,21300,99613,147991,,,,,,38.49756059
0,21300,67282,86861,4,,,,15,37.36452883
0,21300,101524,141859,10,0,0,0,23,31.98763633
0,21300,183386,230443,1,0,0,1,26,39.33487902
0,21300,72450,88622,3,0,0,1,29,32.66110554
0,21300,94642,125062,24,0,0,2,17,32.98853181
0,21300,74081,102810,9,0,0,1,12,31.15558593
0,21300,98507,125539,0,0,1,0,19,42.22721497
0,21300,68544,89908,3,0,0,2,30,32.82545058
0,21300,55140,81692,12,0,0,1,10,4.384983222
0,21300,143676,181960,8,0,0,0,17,43.64534866
0,21300,66573,100519,7,,0,1,18,34.96414103
1,21300,103989,143796,9,2,0,3,20,44.38257789
0,21400,88147,115000,3,0,0,2,27,
0,21400,77794,105330,,0,0,1,24,38.18834501
0,21400,96016,135783,14,0,0,2,25,35.61202481
0,21400,134041,163103,6,1,0,0,38,19.63706875
0,21400,85609,108469,24,,1,0,43,39.91928991
1,21400,166244,212505,4,2,7,4,24,38.14905923
1,21400,104657,147364,7,2,0,2,20,46.30507215
0,21400,75563,96159,,1,0,2,13,42.17658506
0,21400,53071,104997,1,0,4,0,47,37.82317309
0,21400,113053,147467,11,0,2,0,24,41.82491442
0,21400,90912,121714,3,0,0,2,26,34.88554143
0,21400,44573,80915,,,,,,37.82721876
0,21400,49459,69461,25,0,0,2,32,35.98208365
0,21400,64378,99343,18,0,0,1,23,20.68871482
0,21400,92241,133791,11,0,0,3,15,41.39546183
0,21400,7259,24770,,0,0,2,18,41.57670052
0,21400,41671,103427,6,0,0,0,15,31.61467953
0,21400,70112,94849,4,0,0,1,29,35.63050485
0,21400,143151,185014,7,0,0,0,17,43.10300163
0,21400,128095,167824,6,0,0,0,38,17.49570049
1,21400,95147,132304,7,1,5,1,18,36.23566539
0,21500,100727,146904,11,0,0,1,23,34.96596275
1,21500,84048,115705,10,,1,1,30,49.37972914
0,21500,9579,30807,,0,0,2,19,42.49201034
0,21500,107799,160526,16,0,0,0,25,32.37876814
0,21500,110712,178045,6,0,0,4,24,43.3108563
0,21500,141688,184241,8,0,0,0,16,44.59015523
0,21500,25984,47386,1,,,,25,36.60061306
0,21500,129361,284790,3,0,0,0,15,30.40625943
